chain_number,chain_pos,expression,log_posterior
0,730,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,731,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,732,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,733,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,734,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,735,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,736,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,737,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,738,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,739,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,740,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,741,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,742,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,743,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,744,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,745,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,746,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,747,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,748,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,749,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,750,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,751,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,752,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,753,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,754,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,755,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,756,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,757,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,758,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,759,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,760,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,761,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,762,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,763,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,764,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,765,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,766,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,767,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,768,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,769,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,770,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,771,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,772,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,773,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,774,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,775,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,776,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,777,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,778,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,779,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,780,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,781,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,782,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,783,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,784,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,785,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,786,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,787,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,788,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,789,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,790,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,791,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,792,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,793,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,794,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,795,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,796,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,797,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,798,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
0,799,"['Norm', ['Obl', ['Moved', ['Colour', 'any'], ['Shape', 'square'], ['Zone', '3'], ['Moved', ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]]], ['Zone', '2']]]",-13541.063800668202
1,0,"['Norms', ['Pro', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'any'], ['PerZone', 'any']]]",-13740.396010372377
1,1,"['Norms', ['Pro', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'any'], ['PerZone', 'any']]]",-13740.396010372377
1,2,"['Norms', ['Pro', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'any'], ['PerZone', '1']]]",-13741.494622661046
1,3,"['Norms', ['Pro', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'any'], ['PerZone', '1']]]",-13741.494622661046
1,4,"['Norms', ['Pro', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'any'], ['PerZone', '1']]]",-13741.494622661046
1,5,"['Norms', ['Pro', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'any'], ['PerZone', '1']]]",-13741.494622661046
1,6,"['Norms', ['Pro', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'any'], ['PerZone', '1']]]",-13741.494622661046
1,7,"['Norms', ['Pro', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'circle'], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'any'], ['Shape', 'any'], ['PerZone', '1']]]",-13741.494622661046
1,8,"['No-norm', 'true']",-13733.346755531122
1,9,"['No-norm', 'true']",-13733.346755531122
1,10,"['No-norm', 'true']",-13733.346755531122
1,11,"['No-norm', 'true']",-13733.346755531122
1,12,"['No-norm', 'true']",-13733.346755531122
1,13,"['No-norm', 'true']",-13733.346755531122
1,14,"['No-norm', 'true']",-13733.346755531122
1,15,"['No-norm', 'true']",-13733.346755531122
1,16,"['No-norm', 'true']",-13733.346755531122
1,17,"['No-norm', 'true']",-13733.346755531122
1,18,"['No-norm', 'true']",-13733.346755531122
1,19,"['No-norm', 'true']",-13733.346755531122
1,20,"['No-norm', 'true']",-13733.346755531122
1,21,"['No-norm', 'true']",-13733.346755531122
1,22,"['No-norm', 'true']",-13733.346755531122
1,23,"['No-norm', 'true']",-13733.346755531122
1,24,"['No-norm', 'true']",-13733.346755531122
1,25,"['No-norm', 'true']",-13733.346755531122
1,26,"['No-norm', 'true']",-13733.346755531122
1,27,"['No-norm', 'true']",-13733.346755531122
1,28,"['No-norm', 'true']",-13733.346755531122
1,29,"['No-norm', 'true']",-13733.346755531122
1,30,"['No-norm', 'true']",-13733.346755531122
1,31,"['No-norm', 'true']",-13733.346755531122
1,32,"['No-norm', 'true']",-13733.346755531122
1,33,"['No-norm', 'true']",-13733.346755531122
1,34,"['No-norm', 'true']",-13733.346755531122
1,35,"['No-norm', 'true']",-13733.346755531122
1,36,"['No-norm', 'true']",-13733.346755531122
1,37,"['No-norm', 'true']",-13733.346755531122
1,38,"['No-norm', 'true']",-13733.346755531122
1,39,"['No-norm', 'true']",-13733.346755531122
1,40,"['No-norm', 'true']",-13733.346755531122
1,41,"['No-norm', 'true']",-13733.346755531122
1,42,"['No-norm', 'true']",-13733.346755531122
1,43,"['No-norm', 'true']",-13733.346755531122
1,44,"['No-norm', 'true']",-13733.346755531122
1,45,"['No-norm', 'true']",-13733.346755531122
1,46,"['No-norm', 'true']",-13733.346755531122
1,47,"['No-norm', 'true']",-13733.346755531122
1,48,"['No-norm', 'true']",-13733.346755531122
1,49,"['No-norm', 'true']",-13733.346755531122
1,50,"['No-norm', 'true']",-13733.346755531122
1,51,"['No-norm', 'true']",-13733.346755531122
1,52,"['No-norm', 'true']",-13733.346755531122
1,53,"['No-norm', 'true']",-13733.346755531122
1,54,"['No-norm', 'true']",-13733.346755531122
1,55,"['No-norm', 'true']",-13733.346755531122
1,56,"['No-norm', 'true']",-13733.346755531122
1,57,"['No-norm', 'true']",-13733.346755531122
1,58,"['No-norm', 'true']",-13733.346755531122
1,59,"['No-norm', 'true']",-13733.346755531122
1,60,"['No-norm', 'true']",-13733.346755531122
1,61,"['No-norm', 'true']",-13733.346755531122
1,62,"['No-norm', 'true']",-13733.346755531122
1,63,"['No-norm', 'true']",-13733.346755531122
1,64,"['No-norm', 'true']",-13733.346755531122
1,65,"['No-norm', 'true']",-13733.346755531122
1,66,"['No-norm', 'true']",-13733.346755531122
1,67,"['No-norm', 'true']",-13733.346755531122
1,68,"['No-norm', 'true']",-13733.346755531122
1,69,"['No-norm', 'true']",-13733.346755531122
1,70,"['No-norm', 'true']",-13733.346755531122
1,71,"['No-norm', 'true']",-13733.346755531122
1,72,"['No-norm', 'true']",-13733.346755531122
1,73,"['No-norm', 'true']",-13733.346755531122
1,74,"['No-norm', 'true']",-13733.346755531122
1,75,"['No-norm', 'true']",-13733.346755531122
1,76,"['No-norm', 'true']",-13733.346755531122
1,77,"['No-norm', 'true']",-13733.346755531122
1,78,"['No-norm', 'true']",-13733.346755531122
1,79,"['No-norm', 'true']",-13733.346755531122
1,80,"['No-norm', 'true']",-13733.346755531122
1,81,"['No-norm', 'true']",-13733.346755531122
1,82,"['No-norm', 'true']",-13733.346755531122
1,83,"['No-norm', 'true']",-13733.346755531122
1,84,"['No-norm', 'true']",-13733.346755531122
1,85,"['No-norm', 'true']",-13733.346755531122
1,86,"['No-norm', 'true']",-13733.346755531122
1,87,"['No-norm', 'true']",-13733.346755531122
1,88,"['No-norm', 'true']",-13733.346755531122
1,89,"['No-norm', 'true']",-13733.346755531122
1,90,"['No-norm', 'true']",-13733.346755531122
1,91,"['No-norm', 'true']",-13733.346755531122
1,92,"['No-norm', 'true']",-13733.346755531122
1,93,"['No-norm', 'true']",-13733.346755531122
1,94,"['No-norm', 'true']",-13733.346755531122
1,95,"['No-norm', 'true']",-13733.346755531122
1,96,"['No-norm', 'true']",-13733.346755531122
1,97,"['No-norm', 'true']",-13733.346755531122
1,98,"['No-norm', 'true']",-13733.346755531122
1,99,"['No-norm', 'true']",-13733.346755531122
1,100,"['No-norm', 'true']",-13733.346755531122
1,101,"['No-norm', 'true']",-13733.346755531122
1,102,"['No-norm', 'true']",-13733.346755531122
1,103,"['No-norm', 'true']",-13733.346755531122
1,104,"['No-norm', 'true']",-13733.346755531122
1,105,"['No-norm', 'true']",-13733.346755531122
1,106,"['No-norm', 'true']",-13733.346755531122
1,107,"['No-norm', 'true']",-13733.346755531122
1,108,"['No-norm', 'true']",-13733.346755531122
1,109,"['No-norm', 'true']",-13733.346755531122
1,110,"['No-norm', 'true']",-13733.346755531122
1,111,"['No-norm', 'true']",-13733.346755531122
1,112,"['No-norm', 'true']",-13733.346755531122
1,113,"['No-norm', 'true']",-13733.346755531122
1,114,"['No-norm', 'true']",-13733.346755531122
1,115,"['No-norm', 'true']",-13733.346755531122
1,116,"['No-norm', 'true']",-13733.346755531122
